"id","name","number_of_review"
"19921886","Charming 1920s Craftsman Bungalow close to Local Breweries","72"
"20994069","Stay in a Charming Suite in an Asheville Bungalow","72"
"31337044","Newly renovated apartment with private entrance","72"
"37045917","Modern topnotch breathtaking Mountain view home","72"
"41257465","Mid Century Bungalow Mins to Biltmore & Downtown","72"
"47944926","South Slope Skyhaus with Rooftop Terrace","72"
"49463884","Spacious Mid Century Home Close To Everything","72"
"52903885","May Acres Cottage - South Asheville","72"
"720952782993284483","Vintage Vibes Hideaway in West Asheville","72"
"736295621510170074","Upscale Retreat - Hot Tub, Firepit, DT AVL 5 min!","72"
"865361508560617025","7k Sq/Ft Mountain Estate - Luxurious Family Fun","72"
"971943099569006967","Cabin w/ Mountain Views to Relax, Unplug, Enjoy!","72"
"16937995","Newly Built 3BR Home in Asheville","71"
"31519951","Asheville Forest Hideaway| 3BR | 15mins to Downtwn","71"
"45640979","Vista View-Cozy & Relaxing Get-Away Home-Candler","71"
"51252799","Amazing Town Mountain Getaway","71"
"52718800","Comfortable South Asheville Townhome W/ Hot Tub","71"
"577703974478980299","Suite in contemporary home, near UNCA & downtown.","71"
"593399979902305782","Asheville Airstream & Hot Tub","71"
"628325548200165472","♦Country Feel ♦City Appeal
5 miles to Downtown","71"
"779831052182176019","The Retreat House~Large groups, pets, hot tub","71"
"929228082299378218","Cozy Home Hot Tub, Pet Friendly, 15min to DT-AVL","71"
"483396","Frida Inspired Home","70"
"5480168","Bungalow by Biltmore House","70"
"7063293","Cozy, Mountaintop Log Cabin w/Epic Views*Hot Tub","70"
"26410860","West Asheville loft","70"
"49443439","Azalea Cottage, BOHO hideaway","70"
"54314797","Downtown Asheville! Walk to everything!","70"
"878347515773688545","Blue Bungalow by Riverside Park","70"
"18308869","Downtown Inn Asheville, NC #4-King","69"
"25132222","Luxury home w/ chef's kitchen, screened porch","69"
"32577436","Explorers Retreat 2 mi to Dwtn + Firepit & Yard","69"
"44154406","Victoria's Cottage in the Paris of the South","69"
"45349080","Wooded Retreat 10 min to Downtown!","69"
"46454465","Grand Cozy Cottage","69"
"46943928","Enjoy City Views Around a Cozy Firepit","69"
"47845490","Luxury condo downtown...In the heart of AVL Fun!!","69"
"50112529","Cozy getaway near Biltmore Estate and downtown","69"
"53166782","Summer Vacay at Eclaire | Sleeps 16","69"
"578957859472340566","West AVL Gem: Dining, Breweries & Outdoors","69"
"637143277389380178","Foster Burton Mountain , near river and downtown!","69"
"782690732521177969","Countryside cottage minutes from Asheville","69"
"873836358463575073","Cozy Cottage / 5 mi. Dwtn & Biltmore Estate","69"
"1126952056819798019","Renovated 1BR | W/D | AC | Central Location","69"
"31318562","Balcony Condo in Downtown Asheville","68"
"32671236","Asheville Country Cabins - Sunflower","68"
"42333820","Private Luxury Terrace and Elevator","68"
"47927179","1mile to AVL/ KING Studio-Lil' Castle in the City","68"
"51309708","Asheville Proud South Slope Townhome","68"
"717483947483055729","Adorable newly renovated in-town oasis!","68"
"1000762258749813139","La casa en River Arts *Water+utilities restored*","68"
"1009690618237475245","Farm Suite, hot tub, BBQ grill, fire pit, animals!","68"
"1093655008115583344","Pet, King Bed, Fire Pit, Grill, Close to Asheville","68"
"1096706710539734311","Mountain View Duplex","68"
"209068","Terrace Cottage","67"
"24312963","The Lodges at Beaver lake unit 303","67"
"34087565","{The Josephine} Summer Ready with Stunning Views","67"
"45070056","Asheville Mt Home Top-NEW Water Filter-3 mi to DT","67"
"49753340","The Black Bear Bungalow <10 mins to DT Asheville","67"
"51282108","""The Birdhouse"" Eclectic Mountain Vibes w/ a view","67"
"51707443","Cozy Cottage Downtown/Biltmore!","67"
"53268339","Luxurious Home in Asheville. 8mins to Downtown!","67"
"702056774494336876","Escape w/ Hot Tub, Mtn Views: 5 Mi to Urban Trail","67"
"739833192373082278","Tranquil cabin w/ hot tub","67"
"881166181186050929","Bed and Bread in West Asheville","67"
"907933203969939408","Spacious w/ Game Room + Hot Tub | Mins to Downtown","67"
"26528680","Billiards Bunkhouse- Koi Pond & Outdoor Fireplace","66"
"40132695","Breathtaking Views,
Close to Downtown","66"
"41399256","Luxurious Suite-Easy Access to Town & Mountains","66"
"45765322","Independent Unit w/ Parking","66"
"50790364","Studio Apartment Close to Downtown Family Friendly","66"
"561696274751615668","Five Bedroom Home Close to Downtown","66"
"585978338904685433","Private, safe, and clean near Biltmore","66"
"9906491","Sheriff's Station - Historic House, West Asheville","65"
"42473138","Sunset Suite ~ Heart of West Asheville","65"
"46943925","Downtown Asheville Stunning City Views","65"
"47001014","Private 3/2 Biltmore Village Home Near Everything!","65"
"47028331","Two Ensuite Bedrooms with Private Balconies","65"
"843579221824479246","Comfy home stay private entrance","65"
"913155025675993877","Garden Oasis near Downtown and River Arts District","65"
"10084836","Downtown Asheville Cottage","64"
"13186091","Bluebird Sanctuary. Mt view, walk downtown, W Ashe","64"
"32332610","Pets, fenced yard- Full Kitchen- UN2","64"
"34670804","TwinStar In Central Downtown","64"
"40269719","Super Comfortable 1BR Apt - Backyard Forest","64"
"41685614","CC's Cabin with Hot Tub","64"
"44489142","Quiet Asheville Home Near Appalachian Trail & Dtwn","64"
"51213408","Biltmore Village Gem","64"
"52112544","Art Deco Building Condo w/Private 50 ft Terrace","64"
"53888838","Asheville Home near Airport! Near Biltmore Estate!","64"
"683419374652644627","Woodland suite minutes to Biltmore House and Mtns","64"
"889025015578616597","Walk to downtown from our new guest house!","64"
"35774025","Luxe Townhouse with Garage and Terrace","63"
"43140131","Endless Sunset Retreat | Arras Vacation Rentals","63"
"48547583","Modern South Slope Condo EV Charger 2 Parkng Spots","63"
"50241204","Upscale family oasis. Close to everything. Hot tub","63"
"51989172","Cozy 3-bedroom cottage 12 mins from downtown AVL","63"
"786299441872286559","French Broad Overlook-3 miles from downtown AVL","63"
"816651955599520669","Charming Retreat w/ Mtn Views: Walkable Location!","63"
"825415053290113653","Perfect vacation home 1","63"
"868082230911607347","Asheville luxury estate-Hottub, GameRoom & Sauna","63"
"900137614649229914","A Sweet Retreat AVL w/ Sauna Unit A","63"
"925281327366164699","Getaway w/ Fire Pit: 3 Mi to River Arts District!","63"
"927578061672342952","Pool W/ a View Hot Tub, Fire Pit, and More","63"
"1112445244145100269","*New* West Asheville Cozy Hideaway","63"
"23579231","Central Downtown Luxury Contemporary Residence 301","62"
"23877206","Lodges at beaver lake unit 302","62"
"40758073","Asheville Arts and crafts cabin on the river.","62"
"46005799","Two King Bedrooms in Downtown Asheville","62"
"46234222","Tranquility Base Suite. Clean, Comfy, & Private","62"
"693535146849398838","Happy Trails Hideaway - A Mountain Oasis","62"
"917403805499746391","Be the 1st! Built 2023~Luxury~Hot Tub/Resort-Style","62"
"926674700646385055","*New* Cozy Haven|10 min to DTW & Biltmore","62"
"22049704","Our Little Getaway","61"
"29187033","Cozy Cruise Inn","61"
"38568166","Earthy & Spacious Private Bungalow","61"
"48764233","Cozy Private Ranch Apt 5 Min From Biltmore","61"
"53144044","Hot Tub & Fire Pit: Chic Asheville Oasis","61"
"646209186010299913","Hip basement apartment less than 1 mi to downtown!","61"
"870889896669576615","Dog Friendly Private Retreat AVL","61"
"894851798212440384","Luxe Treetop Cabin*Hot Tub*Views","61"
"1008796516473933302","Eclectic Escape: Hot Tub, Game Room, Movie Theater","61"
"15577790","New Monthly Guest House - great Asheville Retreat!","60"
"26298501","Double Tent Site #3 @The Baying Hound Campground","60"
"40489327","Cozy with Nature in the Mountains","60"
"52011289","Delightful Brewery District Three Bedroom","60"
"52833552","Top floor private suite with large deck & balcony.","60"
"591230873312834346","4BR Home Minutes to Downtown, RAD & Biltmore","60"
"624853195725555494","West Asheville Bungalow - Close to Biltmore/LexAve","60"
"660310339680082178","Charming Emma Bungalow","60"
"673618382327247833","Beautifully Remodeled 2 BR Home Close to West AVL!","60"
"892249126068143189","Countryside Escape~Hot Tub | Fire Pit | Game Room!","60"
"1179069921485447000","Unleash the Adventure","60"
"1728187","Peace and Quiet in town Pets welcome","59"
"8246075","1925 Bungalow in the Heart of West","59"
"9182448","Happy Haven w/ hottub, Gym, & hammocks in West AVL","59"
"24872184","Beaver lake lodges 301","59"
"33069007","Incredible Views, Luxurious,Magical,Modern ,Serene","59"
"36912433","Gorgeous Views!  Great Location-Spa-Dreamy Porch!","59"
"38710999","Charming Condo over City Bakery","59"
"43140167","Mountain Day Dream | Arras Vacation Rentals","59"
"43689886","Le Chateau D'Arce @ The Baying Hound Campground","59"
"48028960","Historic Biltmore Area Renovated Condo","59"
"48974582","Time Traveler Studio at the Mystery Mansion","59"
"49232645","Luxury Condo, Downtown Asheville","59"
"52422900","Central to Asheville+Hendo+Biltmore","59"
"617493282921278807","Blue Ridge Escape: Private Suite Near Downtown","59"
"752756257998723426","Colorful modern suite near Blue Ridge Pkwy","59"
"861621337723825671","5-Star Private Home-Game Room-Hot Tub-3 Acres","59"
"912548857441480143","2 BR Asheville Getaway w/Sauna Unit D","59"
"934275202717613061","Upstairs Apt-King bed, kitchen, 6 mi to downtown","59"
"8266788","5 Minutes to Downtown/ 2 Minutes to Biltmore","58"
"24117606","La Maison du Bonheur: The Peaceful Room","58"
"41552896","Downtown Asheville Condo with Private Rooftop","58"
"43495845","Blue Ridge Escape | Arras Vacation Rentals","58"
"43865961","South Slope Suite","58"
"45631218","Forest Edge Family Escape","58"
"46894086","Beautiful Farmhouse with Hot Tub and Fire Pit","58"
"52617199","Warm Family Home-Mins to Downtown Asheville","58"
"554737783856768736","Peaceful dog-friendly 2BR on private lake, dock","58"
"573392220758899521","DT Asheville - Zurich MNT Chalet #9A/Low Cost Uber","58"
"641408235896240100","Cheerful ""big blue"" home with a porch and loft","58"
"775404892024131437","James' and Ada's View","58"
"964576233970271176","Sunset Perch over Asheville","58"
"995911712178669545","Hot tub|fire pit|Arcade game|King bed|6 mi to DT","58"
"1092920775297710964","Kasa | King Suite Near the Biltmore | Asheville","58"
"35703686","Burt's Cozy Country Log Cabin","57"
"48334194","Large Windows Overlooking Historic Church Street","57"
"49154831","Keys to Happiness Studio","57"
"50152209","Mountain Views - 2,500 ft elevation","57"
"54279055","Home near Asheville with Power & Water","57"
"577481538891576408","“Lady's House"" - cheerful 3 bedroom home","57"
"935567410171977529","Hilltop Haven by CM | Fun Hot Tub & Near Biking","57"
"974302574899708640","Charming, serene West Asheville bungalow","57"
"978965916068667978","Creekside Charm minutes to Asheville","57"
"978973990911199880","New Fenced Yard for Dogs Near AVL,Airport,Biltmore","57"
"8593492","Cabin 400 sq all for  you.","56"
"41084882","Downtown Asheville Condo, Walkable to Everything!","56"
"50723495","Blue Ridge Getaway","56"
"51713535","Cozy Studio w/ private entrance near Asheville","56"
"588388462295176869","Three King Bedrooms, Terrace, and Private Elevator","56"
"604391804107894692","Updated Asheville Studio - Walk to downtown & UNCA","56"
"618717801158457582","Cheerful 1-bedroom Tiny Home in South Asheville!","56"
"649271498593305635","Adorable ""little red"" house with kitchenette","56"
"667421156770491567","Bright, open studio in East Asheville","56"
"745583253920309322","10 Min. to DTWN, HotTub & Sauna Bunks, 2 Acres","56"
"786858671294872745","Tranquil River Home-5 miles to Biltmore","56"
"887061719314888767","Blue Ridge View Cottage","56"
"999943947740090590","Washer, dryer, dishwasher, no checkout chores","56"
"1034186705943431014","Cabin, Hot Tub, Fire Pit, 4 miles to Downtown AVL","56"
"1221157327501550305","Secluded Suite Near Biltmore","56"
"10853381","A Cottage At Willow Pond","55"
"45254379","Asheville Mt Home-2 Families-WaterFilter3 mi to DT","55"
"48018838","Large Condo Near Biltmore Estate","55"
"630971916235713858","Just a few steps from everything in West Asheville","55"
"645082046833169782","Spacious Two-Bedroom with a View on the East Side","55"
"821947800997638307","Casa Luna Blue Ridge Mountain","55"
"827599653801923303","Pet Friendly - Tranquility Suite","55"
"984810272396820466","Blue Ridge Mountain Retreat: Deck & Sunroom!","55"
"1061746632204999158","Gorgeous Asheville Home - 6 Miles to Downtown!","55"
"1299329036325527520","Cozy Cabin w/ Hot Tub | Perfect Couples Escape","55"
"23025024","Lovely guesthouse.  Walk to downtown, lots of sun","54"
"24697002","Tent Site #2 @The Baying Hound Campground","54"
"40091044","King beds, hot tub, fire pit, 11 miles to downtown","54"
"46353918","Modern Classic Townhome","54"
"773788380430567812","West Asheville Studio","54"
"856678083000821060","Mins to Asheville/Studio w/Fire pit/Pet friendly","54"
"856827826416481785","Relaxing spacious Home in Asheville","54"
"858924168933977089","Cozy Getaway in South Asheville","54"
"982844657289641009","Shipping Container Tiny Home | Pearl","54"
"1207493363346090423","Experience the Asheville Vibe-Cozy Gem in West AVL","54"
"246315","Asheville Dreamer's Cabin","53"
"14052114","West Asheville Dream Bungalow Apartment","53"
"38659759","Bohemian Bungalow","53"
"48569559","Ellington Loft by CM | Chef's Kitchen & City Views","53"
"48569663","Busbee Cabin by CM | Grill, Fireplace, & Hot Tub","53"
"50033430","South Slope Brewery District Townhome","53"
"50191232","Highland Hideaway by CM | Fun Rec Room & Hot Tub","53"
"50993973","""Sol"" Your place in amazing West Asheville","53"
"53753481","Near Asheville!  1 bedroom apartment w/ lake view","53"
"637672772568626171","Cozy Love Nest 1BR - minutes to Downtown Asheville","53"
"753640610205687012","West Asheville Treehouse","53"
"764652071728217097","Amazing Views | Studio Apartment in Asheville","53"
"834188475826652543","Sunrise Views and Hot Tub, close to W Asheville","53"
"1069550651622332421","Cedar Hill-KING Bed-Hot Tub-LOFT","53"
"19137905","Quiet Living Space Close to Downtown - West AVL","52"
"26721327","Luxury Mountain Home near Biltmore & Breweries","52"
